,tag,src,tgt,pred
679,2730,<RX_6>Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CC(=O)N(CC(=O)O)c2cccc(F)c21,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CC(=O)N(CC(=O)OC(C)(C)C)c2cccc(F)c21,CCOC(=O)CN1C(=O)CN(C(=O)NCc2ccc(C(=O)N3CCCCc4ccccc43)cc2C)c2cccc(F)c21
680,2736,<RX_3>CCCCCC/C=C/Cc1nc2ccc(F)cc2c(OC(C)=O)c1C,CC(=O)Oc1c(C)c(CI)nc2ccc(F)cc12.CCCCCC/C=C/I,
681,2739,<RX_4>c1ccc(C2CO2)cc1,C=Cc1ccccc1.OO,C[S+](C)(C)=O.O=Cc1ccccc1
682,2742,<RX_6>CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)N1CCCCCC1,COC(=O)[C@H](CC(C)C)NC(=O)N1CCCCCC1
683,2749,<RX_9>CC(C)N1Cc2c(NCc3cnc4ccccc4c3)ncnc2C1=O,CC(C)N1Cc2c(NCc3cnc4ccccc4c3)nc(Cl)nc2C1=O,CC(C)N1Cc2c(NCc3cnc4ccccc4c3)ncnc2C1=O
684,2754,<RX_3>Cc1nc(C)c([C@H](OC(C)(C)C)C(=O)OC(C)C)c(N2CCC(C(F)(F)F)CC2)c1-c1ccc(OCCc2ccc(F)cc2)cc1,CN1CC(=O)OB(c2ccc(OCCc3ccc(F)cc3)cc2)OC(=O)C1.Cc1nc(C)c([C@H](OC(C)(C)C)C(=O)OC(C)C)c(N2CCC(C(F)(F)F)CC2)c1Br,Cc1nc(C)c([C@H](OC(C)(C)C)C(=O)OC(C)(C)C)c(N2CCC(C(F)(F)F)CC2)c1Br.OB(O)c1ccc(OCCc2ccc(F)cc2)cc1
685,2761,<RX_2>NC(=O)NC[C@H]1CN(c2ccc(C3=NNC(=O)CS3)c(F)c2)C(=O)O1,C[Si](C)(C)N=C=O.NC[C@H]1CN(c2ccc(C3=NNC(=O)CS3)c(F)c2)C(=O)O1,NC(=O)NC[C@H]1CN(c2ccc(C3=NNC(=O)CS3)c(F)c2)C(=O)O1.NC(=O)O
686,2762,<RX_3>C(=C/c1ccoc1)\c1ccccc1,COC(=O)C(=CSC)c1sccc1COc1ccccc1.O=Cc1ccoc1,
687,2763,<RX_2>CC(C)OC(=O)COc1ccc(C(=O)CNC(=O)OC(C)(C)C)cc1,CC(C)(C)OC(=O)NCC(=O)c1ccc(OCC(=O)O)cc1.CCOC(C)=O,CC(C)(C)OC(=O)CN.CC(C)OC(=O)COc1ccc(C(=O)CNC(=O)OC(C)(C)C)cc1
688,2765,<RX_1>CCCCCCCCCCCCCCCC(=O)OCC(C[N+](C)(C)CCCCCCCCCCCCCCCCCCCCO)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(CN(C)C)OC(=O)CCCCCCCCCCCCCCC.OCCCCCCCCCCCCCCCCCCCCBr,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CBr.CCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CN(C)C
689,2769,<RX_1>COC(=S)c1cc(Nc2ccc(-c3ccccc3)c(F)c2)c(C)s1,COC(=S)c1cc(N)c(C)s1.OB(O)c1ccc(-c2ccccc2)c(F)c1,COC(=S)c1cc(N)c(C)s1.Fc1cc(Br)ccc1-c1ccccc1
690,2777,<RX_6>[NH3+][C@@H](Cc1ccccc1)C(=O)CCl,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)CCl,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)CCl.ClCCl
691,2780,<RX_6>CNc1ccc2c(c1)nc(C(C)(C)C)n2CC1CCC1,CC(=O)N(C)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CCC1,CN(Cc1ccccc1)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CCC1
692,2786,<RX_2>N#CCNC(=O)C1CCCCC1NC(=O)c1cc2ccc(Cl)cc2[nH]1,N#CCNC(=O)C1CCCCC1N.O=C(O)c1cc2ccc(Cl)cc2[nH]1,N#CCN.O=C(NC1CCCCC1C(=O)O)c1cc2ccc(Cl)cc2[nH]1
693,2789,<RX_1>COc1cc2c(c(OC)c1C(C)=O)OCCO2,CN(C)C=O.COc1c2c(cc(Br)c1C(C)=O)OCCO2,COc1cc2c(c(O)c1C(C)=O)OCCO2.C[O-]
694,2790,<RX_3>Cn1cc(-c2ccc(-c3ccc(C4=NC5(CC5)C(=O)N4C[C@@H]4CCN(C(=O)C5CC5)C4)cc3)cc2)cn1,Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1.O=C(C1CC1)N1CC[C@@H](CN2C(=O)C3(CC3)N=C2c2ccc(-c3ccc(OS(=O)(=O)C(F)(F)F)cc3)cc2)C1,
695,2791,<RX_1>CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,CC(C)(N)CC(=O)N1CCCC1.N#C[C@@H]1C[C@H](F)CN1C(=O)CBr,CC(C)(N)CC(=O)N1C[C@@H](F)C[C@H]1C#N.O=C(CCl)N1CCCC1
696,2793,<RX_6>COc1cc(C=CC(=O)c2ccccc2)ccc1C=CC(=O)O,COc1cc(C=CC(=O)c2ccccc2)ccc1C=CC(=O)OC(C)(C)C,CCOC(=O)C=Cc1ccc(C=CC(=O)c2ccccc2)cc1OC
697,2799,<RX_3>O=C(C=C(Cl)Cl)c1cc(F)c(F)cc1F,C=C(Cl)Cl.O=C(Cl)c1cc(F)c(F)cc1F,O=C(Cl)C=C(Cl)Cl.O=Cc1cc(F)c(F)cc1F
698,2801,<RX_1>COc1cccc(C2(CCN(C)C)C=CCCC2)c1,CNC.COc1cccc(C2(CCCl)C=CCCC2)c1,CNC.COc1cccc(C2(CC=O)C=CCCC2)c1
699,2803,<RX_6>Cn1ncc(Cl)c1-c1cc(NC(=O)[C@H](CN)Cc2ccc(F)c(F)c2)sc1Cl,Cn1ncc(Cl)c1-c1cc(NC(=O)[C@H](CNC(=O)OCc2ccccc2)Cc2ccc(F)c(F)c2)sc1Cl,Cn1ncc(Cl)c1-c1cc(NC(=O)[C@@H](CNC(=O)OC(C)(C)C)Cc2ccc(F)c(F)c2)sc1Cl
700,2806,<RX_2>NC(=O)C(F)(F)CNC(=O)C(F)(F)Cc1c[nH]c([N+](=O)[O-])n1,COC(=O)C(F)(F)Cc1c[nH]c([N+](=O)[O-])n1.NCC(F)(F)C(N)=O,NCC(F)(F)C(N)=O.O=C(O)C(F)(F)Cc1c[nH]c([N+](=O)[O-])n1
701,2807,<RX_9>NCCOc1ccc([N+](=O)[O-])cc1,[N-]=[N+]=NCCOc1ccc([N+](=O)[O-])cc1,N.O=[N+]([O-])c1ccc(OCCBr)cc1
702,2809,<RX_6>CCNc1cccc(OCc2ccccc2)c1[N+](=O)[O-],CCN(C(=O)OC(C)(C)C)c1cccc(OCc2ccccc2)c1[N+](=O)[O-],CCN(C(C)=O)c1cccc(OCc2ccccc2)c1[N+](=O)[O-]
703,2812,<RX_2>COC(=O)[C@H](CN)NC(=O)OCc1ccccc1,COC(=O)[C@H](CNCC=CC(=O)C(F)(F)F)NC(=O)C(Cc1ccccc1)N1C(=O)c2ccccc2C1=O.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O,COC(=O)[C@@H](N)CN.O=C(Cl)OCc1ccccc1
704,2813,<RX_3>C[C@@H](OCc1cc(F)cc(-c2cc(N)nn2-c2ccccc2)c1)C(F)(F)F,C[C@@H](OCc1cc(F)cc(B2OC(C)(C)C(C)(C)O2)c1)C(F)(F)F.Nc1cc(I)n(-c2ccccc2)n1,C[C@@H](OCc1cc(F)cc(Br)c1)C(F)(F)F.Nc1cc(Br)n(-c2ccccc2)n1
705,2817,<RX_3>CCCC/C=C/c1cnc2ccc(NCc3ccncc3)nn12,Brc1cnc2ccc(NCc3ccncc3)nn12.CCCC/C=C/B(O)O,
706,2819,<RX_6>CC(=O)Nc1ccccc1-c1ccc2c(c1)Oc1ccccc1C2C1CCNCC1,CC(=O)Nc1ccccc1-c1ccc2c(c1)Oc1ccccc1C2C1CCN(C(=O)C(F)(F)F)CC1,CC(=O)Nc1ccccc1-c1ccc2c(c1)Oc1ccccc1C2C1CCN(C(=O)OC(C)(C)C)CC1
707,2820,<RX_3>CNC(C#N)C1CCC(CO[Si](C)(C)C(C)(C)C)C1,CC(C)(C)[Si](C)(C)OCC1CCC(C=O)C1.CN.[C-]#N,
708,2821,<RX_6>O=c1[nH]c(C2CCCNC2)nc2c1oc1ccc(Br)cc12,O=c1[nH]c(C2CCNCC2)nc2c1oc1ccc(Br)cc12,CC(C)(C)OC(=O)N1CCCC(c2nc3c(oc4ccc(Br)cc43)c(=O)[nH]2)C1
709,2824,<RX_1>CCS(=O)(=O)c1cccc(Oc2cccc(-c3c(Cc4ccccc4)nn4c(C(F)(F)F)ccnc34)c2)c1,CCS(=O)(=O)c1cccc(Br)c1.Oc1cccc(-c2c(Cc3ccccc3)nn3c(C(F)(F)F)ccnc23)c1,CCS(=O)(=O)c1cccc(O)c1.Oc1cccc(-c2c(Cc3ccccc3)nn3c(C(F)(F)F)ccnc23)c1
710,2825,<RX_3>Cc1cccc(C#Cc2ccc(-c3ccnn3C)cc2)n1,Cc1cccc(C#Cc2ccc(-c3ccn(C)n3)cc2)n1,C#Cc1ccc(-c2ccnn2C)cc1.Cc1cccc(Br)n1
711,2831,<RX_3>CCOC(=O)C1CCC(Oc2ccc(-c3ccc(N)cn3)cn2)CC1,CCOC(=O)C1CCC(Oc2ccc(B3OC(C)(C)C(C)(C)O3)cn2)CC1.Nc1ccc(Br)nc1,CCOC(=O)C1CCC(Oc2ccc(Br)cn2)CC1.Nc1ccc(B(O)O)nc1
712,2834,<RX_2>CC(C)[Si](Oc1cccc2c1CN(C(=O)CCCCO)CC2)(C(C)C)C(C)C,CC(C)[Si](Oc1cccc2c1CNCC2)(C(C)C)C(C)C.O=C([O-])CCCCO,CC(C)[Si](Oc1cccc2c1CNCC2)(C(C)C)C(C)C.O=C(O)CCCCO
713,2844,<RX_9>CCOC(=O)C(C1CCN(C(=O)OC(C)(C)C)CC1)N1CC=C(B2OC(C)(C)C(C)(C)O2)CC1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.CCOC(=O)C(C1CCN(C(=O)OC(C)(C)C)CC1)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1,
714,2847,<RX_2>C[Si](C)(C)CCOCn1ccc2nc(NC(=O)N[C@@H]3CCCN(S(C)(=O)=O)C3)cnc21,CS(=O)(=O)Cl.C[Si](C)(C)CCOCn1ccc2nc(NC(=O)NC3CCCNC3)cnc21,CS(=O)(=O)Cl.C[Si](C)(C)CCOCn1ccc2nc(NC(=O)N[C@@H]3CCCNC3)cnc21
715,2851,<RX_1>Nc1nc2c(s1)CCN(CC=Cc1ccoc1)CC2,ClCC=Cc1ccoc1.Nc1nc2c(s1)CCNCC2,Nc1nc2c(s1)CCNCC2.O=CC=Cc1ccoc1
716,2854,<RX_2>CC(C)(C)NCCCNC(=O)Cn1cnc(-c2ccccc2)c1-c1ccccc1,CC(C)(C)NCCCN.CCOC(=O)Cn1cnc(-c2ccccc2)c1-c1ccccc1,CC(C)(C)NCCCN.O=C(O)Cn1cnc(-c2ccccc2)c1-c1ccccc1
717,2860,<RX_1>Cc1cccc(C)c1OC(C)C(=O)O[C@H]1C[C@H](C(C)(C)C)C=C2C=C[C@H](C)[C@](CC[C@@H]3C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O3)(O[SiH](C)C)[C@H]21,C[C@H]1C=CC2=C[C@@H](C(C)(C)C)C[C@H](O)[C@@H]2[C@@]1(CC[C@@H]1C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O1)O[SiH](C)C.Cc1cccc(C)c1OC(C)C(=O)O,C[C@H]1C=CC2=C[C@H](C(C)(C)C)C[C@H](O)[C@@]2(O[SiH](C)C)[C@H]1CC[C@@H]1C[C@H](C(C)(C)C)C(O[SiH](C)C)C(O[SiH](C)C)C(=O)O1.Cc1cccc(C)c1O
718,2861,<RX_6>Cc1ccccc1Sc1ccc2c(c1)OCC21CCN(CCC(=O)O)CC1,Cc1ccccc1Sc1ccc2c(c1)OCC21CCN(CCC(=O)OC(C)(C)C)CC1,CCOC(=O)CCN1CCC2(CC1)COc1cc(Sc3ccccc3C)ccc12
719,2866,<RX_6>CCCCN(CCCC)C(=O)c1cn(Cc2ccccc2)c(-c2ccc(C(=O)O)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,CCCCN(CCCC)C(=O)c1cn(CCc2ccccc2)c(-c2ccc(C(=O)O)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,CCCCN(CCCC)C(=O)c1cn(Cc2ccccc2)c(-c2ccc(C(=O)OC)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1
720,2873,<RX_7>OCc1ccc2[nH]ccc2c1,COC(=O)c1ccc2[nH]ccc2c1,O=Cc1ccc2[nH]ccc2c1
721,2874,<RX_1>CCOC(=O)[C@H]1CCCC[C@H]1N1CCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N1CCNCC1.CCOC(=O)C1CCCCC1=O,CC(C)(C)OC(=O)N1CCNCC1.CCOC(=O)[C@H]1CCCC[C@H]1OS(=O)(=O)C(F)(F)F
722,2881,<RX_1>Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O,Cn1c(=O)c2c(ncn2CCCl)n(C)c1=O.c1ccc2c(C3CCNCC3)c[nH]c2c1,
723,2889,<RX_9>CCc1cc(C(N)=O)c(C)nc1OC,CCc1cc(C(=O)O)c(C)nc1OC.Oc1cccc2[nH]nnc12,CCOC(=O)c1cc(CC)c(OC)nc1C.[NH4+]
724,2906,<RX_3>c1ccc(Oc2ccc(-c3cccc4ccccc34)c(Oc3ccccc3)c2)cc1,Brc1ccc(Oc2ccccc2)cc1Oc1ccccc1.OB(O)c1cccc2ccccc12,Brc1cccc2ccccc12.OB(O)c1ccc(Oc2ccccc2)cc1Oc1ccccc1
725,2908,<RX_3>CC(O)(C#Cc1ccc2c(c1)-c1nc(C(N)=O)c(CN3CCOCC3)n1CCO2)CF,CC[Si](C#CC(C)(O)CF)(CC)CC.COCC(C)(O)C#Cc1ccc2c(c1)-c1nc(C(N)=O)c(CN3CCOCC3)n1CCO2,C#CC(C)(O)CF.NC(=O)c1nc2n(c1CN1CCOCC1)CCOc1ccc(Br)cc1-2
726,2919,<RX_6>Nc1cc2c(Oc3ccc(I)cc3)cncc2s1,CC(C)(C)OC(=O)Nc1cc2c(Oc3ccc(I)cc3)cncc2s1,CC(=O)Nc1cc2c(Oc3ccc(I)cc3)cncc2s1
727,2927,<RX_7>Cc1cc(NCc2oc3cccc(OCCCN(C)Cc4cccnc4)c3c2C)no1,Cc1cc(N=Cc2oc3cccc(OCCCN(C)Cc4cccnc4)c3c2C)no1,Cc1cc(NC(=O)c2oc3cccc(OCCCN(C)Cc4cccnc4)c3c2C)no1
728,2930,<RX_2>O=C(Nc1ccccc1)C(F)(F)S(=O)(=O)OC(CC1(c2ccccc2)OCCO1)C(F)(F)F,O=C(Nc1ccccc1)C(F)(F)S(=O)(=O)F.OC(CC1(c2ccccc2)OCCO1)C(F)(F)F,O=C(Nc1ccccc1)C(F)(F)S(=O)(=O)Cl.OC(CC1(c2ccccc2)OCCO1)C(F)(F)F
729,2938,<RX_3>COC=C(C(=O)OC)c1c(C)nc2sc(-c3ccc(OC)cc3)nn12,COC(=O)Cc1c(C)nc2sc(-c3ccc(OC)cc3)nn12.COC=O,COC=C(CC(=O)OC)c1c(C)nc2sc(Br)nn12.COc1ccc(B(O)O)cc1
730,2941,<RX_3>COc1cc(-c2cc(Br)cnc2F)c(N)cn1,COc1cc(I)c(N)cn1.OB(O)c1cc(Br)cnc1F,COc1cc(B(O)O)c(N)cn1.Fc1ncc(Br)cc1I
731,2942,<RX_6>CC(C)(C)OC(=O)N1CCN(C2CCNCC2)CC1,C1CCNCC1.CC(C)(C)OC(=O)N1CCN(C2CCN(C(=O)OCC3c4ccccc4-c4ccccc43)CC2)CC1,CC(C)(C)OC(=O)N1CCN(C2CCN(Cc3ccccc3)CC2)CC1
732,2945,<RX_1>COCC(N)COc1ccc(F)cc1,COCC(=O)COc1ccc(F)cc1.N,CI.COCC(N)COc1ccc(F)cc1
733,2948,<RX_3>CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4csc(C(=O)C(C)C)c4)cc23)CC1,CC(C)C(=O)c1cc(Br)cs1.CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(B4OC(C)(C)C(C)(C)O4)cc23)CC1,CCCC[Sn](CCCC)(CCCC)c1csc(C(=O)C(C)C)c1.CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(Br)cc23)CC1
734,2951,<RX_1>O=[N+]([O-])c1cccnc1OCC1CC1(F)F,O=[N+]([O-])c1cccnc1F.OCC1CC1(F)F,O=[N+]([O-])c1cccnc1Cl.OCC1CC1(F)F
735,2959,<RX_6>CC1(C)COC(=O)N1C1CCNCC1,CC1(C)COC(=O)N1C1CCN(C(=O)OCc2ccccc2)CC1,CC1(C)COC(=O)N1C1CCN(Cc2ccccc2)CC1
736,2963,<RX_1>c1ccc(N2CCN(c3nn(-c4ccccc4)c4ccccc34)CC2)cc1,Fc1ccccc1C(=NNc1ccccc1)N1CCN(c2ccccc2)CC1,Clc1nn(-c2ccccc2)c2ccccc12.c1ccc(N2CCNCC2)cc1
737,2966,<RX_4>Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCN(Cc3ccccc3)CC2)n1,CC(=O)c1c(-c2ccc(F)cc2)ncn1C1CCN(Cc2ccccc2)CC1.CNC(=N)N,NCc1ccccc1.Nc1nccc(C(=O)C(Cc2ccc(F)cc2)C(=O)c2ccc(Cl)nc2)n1
738,2967,<RX_4>CN1CCN(C2=CC3=c4ccccc4=C2C3)CC1,CN(CCCl)CCCl.NC1=CC2=c3ccccc3=C1C2,
739,2985,<RX_6>N[C@@H]1CNC[C@@H]1n1ccnn1,CC(C)(C)OC(=O)N1C[C@H](n2ccnn2)[C@H](N)C1,CC(C)(C)OC(=O)N[C@@H]1CNC[C@@H]1n1ccnn1
740,2987,<RX_7>Cc1nc(NC2CCN(Cc3ccccc3)C2)ncc1CO,Cc1nc(NC2CCN(Cc3ccccc3)C2)ncc1C(=O)OCc1ccccc1,CCOC(=O)c1cnc(NC2CCN(Cc3ccccc3)C2)nc1C
741,2988,<RX_7>C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3cccc(-n4ncc5c6c(sc5c4=O)CCCC6)c3CO)cn(C)c2=O)nc1,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3cccc(-n4ncc5c6c(sc5c4=O)CCCC6)c3C=O)cn(C)c2=O)nc1,
742,2994,<RX_6>Cc1ccc(Cl)cc1C1CC(=O)NC(c2cc(Br)ccc2OCC(C)(C)C(=O)O)C12C(=O)Nc1cc(Cl)ccc12,COC(=O)C(C)(C)COc1ccc(Br)cc1[C@H]1NC(=O)C[C@@H](c2cc(Cl)ccc2C)[C@]12C(=O)Nc1cc(Cl)ccc12,COC(=O)C(C)(C)COc1ccc(Br)cc1C1NC(=O)CC(c2cc(Cl)ccc2C)C12C(=O)Nc1cc(Cl)ccc12
743,2995,<RX_1>COc1cc(C#N)c(N=C(C)N(C)C)cc1OC,CC(=O)N(C)C.COc1cc(N)c(C#N)cc1OC.O=P(Cl)(Cl)Cl,CC(=O)N(C)C.COc1cc(N)c(C#N)cc1OC
744,2996,<RX_1>CCOC(=O)[C@@H](CCCCCCC1CCN(C(=O)OCc2ccccc2)CC1)N[C@H]1COc2ccccc2N(CC(=O)OC(C)(C)C)C1=O,CC(C)(C)OC(=O)CN1C(=O)[C@@H](N)COc2ccccc21.CCOC(=O)C(=O)CCCCCCC1CCN(C(=O)OCc2ccccc2)CC1,CC(C)(C)OC(=O)CBr.CCOC(=O)[C@@H](N)CCCCCCCC1CCN(C(=O)OCc2ccccc2)CC1
745,2997,<RX_7>CC(N)(CCC(=O)O)c1ccc2c(C(F)(F)F)c(O[C@H]3CC[C@H](C(F)(F)F)CC3)ccc2c1,CC(CCC(=O)O)(c1ccc2c(C(F)(F)F)c(O[C@H]3CC[C@H](C(F)(F)F)CC3)ccc2c1)[N+](=O)[O-],CC(C)(C#CC(=O)O)c1ccc2c(C(F)(F)F)c(OC3CCC(C(F)(F)F)CC3)ccc2c1
746,2998,<RX_3>CC(C)(C)OC(=O)Nc1ncc(-c2ccc3cncnc3c2)s1,Brc1ccc2cncnc2c1.CCCC[Sn](CCCC)(CCCC)c1cnc(NC(=O)OC(C)(C)C)s1,CC(C)(C)OC(=O)Nc1ncc(Br)s1.CC1(C)OB(c2ccc3cncnc3c2)OC1(C)C
747,3004,<RX_1>CN(CC(=O)NC1CC1)[C@@H]1C[C@H]1c1ccccc1,CI.O=C(CN[C@@H]1C[C@H]1c1ccccc1)NC1CC1,CN[C@@H]1C[C@H]1c1ccccc1.O=C(CCl)NC1CC1
748,3010,<RX_1>Cc1cnc(N[C@H]2CC[C@@H](C(=O)O)CC2)nc1N(C)C,Cc1cnc(Cl)nc1N(C)C.NC1CCC(C(=O)O)CC1,Cc1cnc(Cl)nc1N(C)C.N[C@H]1CC[C@@H](C(=O)O)CC1
749,3013,<RX_4>O=C(OCc1ccccc1)N1CCCC2OC2C1,O=C(OCc1ccccc1)N1CC=CCCC1.O=C([O-])O,O=C(OCc1ccccc1)N1CC=CCC1.O=C(OO)c1cccc(Cl)c1
750,3014,<RX_2>CCCC(NC(=O)C(O)C(C)C)C(=O)Nc1cnccn1,CC(C)[C@H](O)C(=O)O.CCCC(N)C(=O)Nc1cnccn1,CC(C)C(O)C(=O)O.CCCC(N)C(=O)Nc1cnccn1
751,3016,<RX_2>CC(C)c1cc(Cc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,CCOC(=O)NC(=O)C(C#N)=NNc1cc(Cl)c(Cc2cc(C(C)C)c(=O)[nH]n2)c(Cl)c1,CC(C)c1cc(Cc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O
752,3019,<RX_3>C[C@H]1CN(C(=O)OC(C)(C)C)CCN1S(=O)(=O)c1cccc(-c2ccnc(Cl)n2)c1,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1S(=O)(=O)c1cccc(B2OC(C)(C)C(C)(C)O2)c1.Clc1ccnc(Cl)n1,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1S(=O)(=O)c1cccc(Br)c1.OB(O)c1ccnc(Cl)n1
753,3020,<RX_6>CC(=O)O[C@H]1C[C@H](n2cnc3c(N[C@H]4CCc5ccccc54)ncnc32)O[C@@H]1CO,CC(=O)O[C@H]1C[C@H](n2cnc3c(N[C@H]4CCc5ccccc54)ncnc32)O[C@@H]1CO[Si](C)(C)C(C)(C)C,CC(=O)OC[C@H]1C[C@H](n2cnc3c(N[C@H]4CCc5ccccc54)ncnc32)O[C@@H]1OC(C)=O
754,3028,<RX_6>CCOC(=O)c1cc2cccc(O)c2[nH]1,CCOC(=O)c1cc2cccc(OCc3ccccc3)c2[nH]1,CCOC(=O)c1cc2cccc(OC)c2[nH]1
755,3045,<RX_6>CC(=O)OC/C=C/c1cnc(-c2ccccc2)nc1Nc1cc(C2CC2)[nH]n1,CC(=O)OC/C=C/c1cnc(-c2ccccc2)nc1Nc1cc(C2CC2)n(C(C)=O)n1,CC(=O)OC/C=C/c1cnc(-c2ccccc2)nc1Nc1cc(C2CC2)n(C2CCCCO2)n1
756,3048,<RX_9>Cc1n[nH]c2cc(F)c(C#N)cc12,Cc1n[nH]c2cc(F)c(Br)cc12.[C-]#N,Cc1n[nH]c2cc(F)c(C(N)=O)cc12
757,3050,<RX_2>CN1C(=O)Cn2cc(C(=O)NCc3ccc(Cl)cc3)c(=O)c3cc(I)cc1c32,CCOC(=O)c1cn2c3c(cc(I)cc3c1=O)N(C)C(=O)C2.NCc1ccc(Cl)cc1,CN1C(=O)Cn2cc(C(=O)O)c(=O)c3cc(I)cc1c32.NCc1ccc(Cl)cc1
758,3055,<RX_7>Nc1cnn(CCO)c1N,Nc1c(N=O)cnn1CCO,Nc1c([N+](=O)[O-])cnn1CCO
759,3056,<RX_9>CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(CC(N)=O)C[C@H]2c1ccc(C#N)cc1,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(CC(=O)O)C[C@H]2c1ccc(C#N)cc1.CN1CCOCC1,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]2(CN(CC(=O)O)C[C@H]2c2ccc(Br)cc2)N1C.N#C[Cu]
760,3058,<RX_3>CC1(C=O)C2C=CC(C2)C1CCl,C1=CCC=C1.CC(C=O)=CCCl,CC1(C=O)C2C=CCC1C=C2.CN(C)C=O
761,3060,<RX_6>COC(=O)Oc1cc(Nc2ncnc3cc(O)c(OC)cc23)c(F)cc1C,COC(=O)Oc1cc(Nc2ncnc3cc(OCc4ccccc4)c(OC)cc23)c(F)cc1C,COCOc1cc2ncnc(Nc3cc(OC(=O)OC)c(C)cc3F)c2cc1OC
762,3061,<RX_1>CN(c1ncccc1CNc1nc(Nc2ccc(CNC(CO)CO)cc2)ncc1C(F)(F)F)S(C)(=O)=O,CN(c1ncccc1CNc1nc(Nc2ccc(CCl)cc2)ncc1C(F)(F)F)S(C)(=O)=O.NC(CO)CO,CN(c1ncccc1CNc1nc(Cl)ncc1C(F)(F)F)S(C)(=O)=O.Nc1ccc(CNC(CO)CO)cc1
763,3064,<RX_9>Cc1cc(C#N)cc2c(=O)oc(=O)[nH]c12,Cc1cc(I)cc2c(=O)oc(=O)[nH]c12.N#C[Cu],Cc1cc(Br)cc2c(=O)oc(=O)[nH]c12.[C-]#N
764,3076,<RX_1>CCCCCCCCCCCCOc1ccc(-c2ncc(-c3ccc(OCCCCCCCC)c(F)c3F)cn2)cn1,CCCCCCCCBr.CCCCCCCCCCCCOc1ccc(-c2ncc(-c3ccc(O)c(F)c3F)cn2)cn1,CCCCCCCCCCBr.CCCCCCCCCCCCCOc1ccc(-c2ncc(-c3ccc(O)c(F)c3F)cn2)cn1
765,3078,<RX_1>CC(C)(C)OC(=O)N1CCN(Cc2c(OCc3ccccc3)ccc3c2OCC3=O)CC1,CC(C)(C)OC(=O)N1CCN(Cc2c(O)ccc3c2OCC3=O)CC1.OCc1ccccc1,CC(C)(C)OC(=O)N1CCNCC1.O=C1COc2c1ccc(OCc1ccccc1)c2CBr
766,3079,<RX_1>NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccn3)C3CCCC3)CC2)cc1,NS(=O)(=O)c1ccc(OCCCCl)cc1.OC(c1ccccn1)(C1CCCC1)C1CCN(Cc2ccccc2)CC1,NS(=O)(=O)c1ccc(F)cc1.OCCCN1CCC(C(O)(c2ccccn2)C2CCCC2)CC1
